dataset_doi,repository,landing_url,landing_host,dataset_title,retrieved_at,hal_modified_at,source_fields,has_misfiled_source,halId_s,hal_uri,hal_title,hal_docType,publication_doi,producedDateY_i,laboratories,source_field,field_ok,misfiled_dataset_link
10.34847/nkl.ffc45fsr,NAKALA,https://nakala.fr/10.34847/nkl.ffc45fsr,nakala.fr,"Rapport intermédiaire 2022 du programme de recherche archéologique 2022-2025 sur le mont Beuvray, Référentiel",2026-05-05T15:53:18Z,2026-05-05T15:53:18Z,relatedData_s,False,hal-05034734,https://hal.science/hal-05034734v1,Rapport intermédiaire 2022 du programme de recherche archéologique 2022-2025 sur le mont Beuvray,REPORT,,2023,CReA-Patrimoine | ULB | ARTeHiS | MCC | UB | CNRS | Bibracte EPCC,relatedData_s,True,False
10.34847/nkl.dbffy9lu,NAKALA,https://nakala.fr/10.34847/nkl.dbffy9lu,nakala.fr,"Rapport intermédiaire 2023 du programme de recherche archéologique 2022-2025 sur le mont Beuvray, Référentiel",2026-05-05T15:53:18Z,2026-05-05T15:53:18Z,relatedData_s,False,hal-05034702,https://hal.science/hal-05034702v1,Rapport intermédiaire 2023 du programme de recherche archéologique 2022-2025 sur le mont Beuvray,REPORT,,2024,CReA-Patrimoine | ULB | ARTeHiS | MCC | UB | CNRS | Bibracte EPCC,relatedData_s,True,False
10.34847/nkl.aadfk393,NAKALA,https://nakala.fr/10.34847/nkl.aadfk393,nakala.fr,"Rapport intermédiaire 2024 du programme de recherche archéologique 2022-2025 sur le mont Beuvray, Référentiel",2026-05-05T15:53:18Z,2026-05-05T15:53:18Z,relatedData_s,False,hal-05031388,https://hal.science/hal-05031388v1,Rapport intermédiaire 2024 du programme de recherche archéologique 2022-2025 sur le mont Beuvray,REPORT,,2025,CReA-Patrimoine | ULB | Bibracte EPCC | ARTeHiS | MCC | CNRS | UBE,relatedData_s,True,False
10.57745/5BU8MG,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5BU8MG,entrepot.recherche.data.gouv.fr,"Dataset and R script from ""Do semi-natural habitats enhance overwintering of generalist predators in arable cropping systems? A meta-analysis""",2026-05-05T15:53:12Z,2026-05-05T15:53:12Z,relatedData_s,False,hal-04906415,https://agroparistech.hal.science/hal-04906415v1,Do semi-natural habitats enhance overwintering of generalist predators in arable cropping systems? A meta-analysis,ART,10.1016/j.biocontrol.2025.105700,2025,INRAE | Institut Agro | UBE | Agronomie,relatedData_s,True,False
10.57745/3VMB3Y,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/3VMB3Y,entrepot.recherche.data.gouv.fr,Mobi-Switch : a boardgame about urban mobility sustainability,2026-05-05T15:53:12Z,2026-05-05T15:53:12Z,relatedData_s,False,hal-04906304,https://ube.hal.science/hal-04906304v1,Mobi-Switch : un jeu de société sur la durabilité de la mobilité urbaine,OTHER,,2023,RECOVER | AMU | INRAE | Ampiric | AU,relatedData_s,True,False
10.17632/p3zzk5kmc6.1,Mendeley Data,https://data.mendeley.com/datasets/p3zzk5kmc6/1,data.mendeley.com,An ecological measure of rapid and automatic face-sex categorization - Data,2026-05-05T15:52:50Z,2026-05-05T15:52:50Z,relatedData_s,False,hal-02499886,https://hal.science/hal-02499886v1,An ecological measure of rapid and automatic face-sex categorization,ART,10.1016/j.cortex.2020.02.007,2020,UBFC | CSGA | UB | CNRS | INRAE | DIPHE | UL2 | CRAN | UL | CHRU Nancy,relatedData_s,True,False
10.57745/MLZFRO,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/MLZFRO,entrepot.recherche.data.gouv.fr,Reducing pest pressure and insecticide use by increasing hedgerows in the landscape - dataset,2026-05-05T15:52:47Z,2026-05-05T15:52:47Z,relatedData_s,False,hal-04423592,https://hal.inrae.fr/hal-04423592v1,Reducing pest pressure and insecticide use by increasing hedgerows in the landscape,ART,10.1016/j.scitotenv.2024.170182,2024,UB | UBFC | INRAE | Institut Agro | UMR ABSys | Cirad | CIHEAM-IAMM | CIHEAM,relatedData_s,True,False
10.57745/DWX7W6,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/DWX7W6,entrepot.recherche.data.gouv.fr,TransformON,2026-05-05T15:52:40Z,2026-05-05T15:52:40Z,relatedData_s,False,hal-04197618,https://hal.inrae.fr/hal-04197618v1,"PO2/TransformON, an ontology for data integration on food, feed, bioproducts and biowaste engineering",ART,10.1038/s41538-023-00221-2,2023,BIA | INRAE | UMR IATE | Institut Agro | UM | MIA Paris-Saclay | URTAL | TRANSFORM | CSGA | UB,relatedData_s,True,False
10.15454/AXY7FV,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/AXY7FV,entrepot.recherche.data.gouv.fr,Replication Data for: Nguyen et al. Reduction in PLANT DEFENSIN 1 results in increased resistance to pathogens and zinc toxicity,2026-05-05T15:52:37Z,2026-05-05T15:52:37Z,relatedData_s,False,hal-04133593,https://hal.inrae.fr/hal-04133593v2,Reduction in PLANT DEFENSIN 1 expression in Arabidopsis thaliana results in increased resistance to pathogens and zinc toxicity,ART,10.1093/jxb/erad228,2023,IPSIM | CNRS | INRAE | Institut Agro | UM | UB | UBFC | LEPSE,relatedData_s,True,False
10.15454/2YDSBL,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/2YDSBL,entrepot.recherche.data.gouv.fr,Leaf microbiome data for European cultivated grapevine (Vitis vinifera L.) during downy mildew (Plasmopara viticola) epidemics in three wine-producing regions in France,2026-05-05T15:52:34Z,2026-05-05T15:52:34Z,relatedData_s,False,hal-04059014,https://hal.science/hal-04059014v1,Leaf microbiome data for European cultivated grapevine (Vitis vinifera L.) during downy mildew (Plasmopara viticola) epidemics in three wine-producing regions in France,ART,10.1094/PHYTOFR-11-22-0138-A,2023,UB | UBFC | INRAE | Institut Agro | UMR SAVE | Bordeaux Sciences Agro | BioGeCo,relatedData_s,True,False
10.57745/HYWRNM,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HYWRNM,entrepot.recherche.data.gouv.fr,Transposable element annotation of Botrytis cinerea Sl3 and Vvl3,2026-05-05T15:52:30Z,2026-05-05T15:52:30Z,relatedData_s,False,hal-03910388,https://hal.science/hal-03910388v1,"Botrytis cinerea strains infecting grapevine and tomato display contrasted repertoires of accessory chromosomes, transposons and small RNAs",ART,10.24072/pcjournal.211,2022,BIOGER | INRAE | UMR PHIM | Cirad | IRD | Institut Agro | UM | UB | UBFC,relatedData_s,True,False
10.57745/KLHMJ4,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/KLHMJ4,entrepot.recherche.data.gouv.fr,Dataset study Roche et al. Ontologie OOPS OD&gt;OQ CSGA,2026-05-05T15:52:29Z,2026-05-05T15:52:29Z,relatedData_s,False,hal-03882929,https://hal.inrae.fr/hal-03882929v1,"OOPS, the Ontology for Odor Perceptual Space: From Molecular Composition to Sensory Attributes of Odor Objects",ART,10.3390/molecules27227888,2022,CSGA | UB | CNRS | INRAE | Institut Agro | UBFC | MIA Paris-Saclay,relatedData_s,True,False
10.34847/nkl.d39d9961,NAKALA,https://nakala.fr/10.34847/nkl.d39d9961,nakala.fr,"Reconstruction micro-tomographique de la poignée de l'épée du Bronze moyen d'Auray (Morbihan, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.d2e3st7r,NAKALA,https://nakala.fr/10.34847/nkl.d2e3st7r,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final Rh 74 de Grigny (métropole de Lyon, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.ceb7wma5,NAKALA,https://nakala.fr/10.34847/nkl.ceb7wma5,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final de Vellexon-Queutey-et-Vaudey (Haute-Saône, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.c3cb1u04,NAKALA,https://nakala.fr/10.34847/nkl.c3cb1u04,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final de Saint-Romain-de-Jalionas (Isère, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.bd85a75x,NAKALA,https://nakala.fr/10.34847/nkl.bd85a75x,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final Rh 24 de Grigny (métropole de Lyon, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.bc14e229,NAKALA,https://nakala.fr/10.34847/nkl.bc14e229,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final de Wessem (Limbourg, Pays-Bas)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.b89d1b31,NAKALA,https://nakala.fr/10.34847/nkl.b89d1b31,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final 896.443 de Grésine (Brison-Saint-Innocent, Savoie, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.b397xqmx,NAKALA,https://nakala.fr/10.34847/nkl.b397xqmx,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final d'Asper (Gavere, Belgique)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.57b97j11,NAKALA,https://nakala.fr/10.34847/nkl.57b97j11,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final Rh 81 de Grigny (métropole de Lyon, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.43cfm658,NAKALA,https://nakala.fr/10.34847/nkl.43cfm658,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final Rh 62 de Grigny (métropole de Lyon, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.37c9dja7,NAKALA,https://nakala.fr/10.34847/nkl.37c9dja7,nakala.fr,"Reconstruction tomographique de l'épée dite du Gué-de-Velluire (Vendée, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.283c14y2,NAKALA,https://nakala.fr/10.34847/nkl.283c14y2,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze moyen de Champagneux (Savoie, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.26edsxq7,NAKALA,https://nakala.fr/10.34847/nkl.26edsxq7,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final Rh 3 de Grigny (métropole de Lyon, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.25a6053g,NAKALA,https://nakala.fr/10.34847/nkl.25a6053g,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final 896.444 de Grésine (Brison-Saint-Innocent, Savoie, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.1fef36al,NAKALA,https://nakala.fr/10.34847/nkl.1fef36al,nakala.fr,Reconstruction micro-tomographique d'une épée du Bronze final de Belgique,2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.34847/nkl.0d0f3cfn,NAKALA,https://nakala.fr/10.34847/nkl.0d0f3cfn,nakala.fr,"Reconstruction micro-tomographique de l'épée du Bronze final de Saint-Romain-en-Gal (Rhône, France)",2026-05-05T15:52:27Z,2026-05-05T15:52:27Z,relatedData_s,False,tel-03815132,https://theses.hal.science/tel-03815132v1,Production et circulation des épées à poignée métallique de l'âge du Bronze en Europe occidentale,THESE,10.70675/27ab3ddez4da0z4d17z816cz12fa08f321dc,2022,ARTeHiS | MCC | UB | CNRS,relatedData_s,True,False
10.5061/dryad.bk271,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.bk271,datadryad.org,Data from: Revision of the genus Anasibirites Mojsisovics (Ammonoidea): an iconic and cosmopolitan taxon of the late Smithian (Early Triassic) extinction,2026-05-05T15:52:26Z,2026-05-05T15:52:26Z,relatedData_s,False,hal-01282981,https://hal.science/hal-01282981v1,Revision of the genus Anasibirites Mojsisovics (Ammonoidea): An iconic and cosmopolitan taxon of the late Smithian (Early Triassic) extinction,ART,10.1002/spp2.1036,2016,UZH | BGS | UB | CNRS | Evo-Eco-Paléo (EEP),relatedData_s,True,False
10.17632/729tsts8ng.1,Mendeley Data,https://data.mendeley.com/datasets/729tsts8ng/1,data.mendeley.com,A dataset on concurrent and retrospective methods for measuring sensory perception and preferences of lemon-flavoured carbonated alcoholic drinks.,2026-05-05T15:52:25Z,2026-05-05T15:52:25Z,relatedData_s,False,hal-03729303,https://hal.inrae.fr/hal-03729303v1,A dataset on concurrent and immediate retrospective methods for measuring sensory perception and preferences of lemon-flavoured carbonated alcoholic drinks.,ART,10.1016/j.dib.2022.108346,2022,CSGA | UB | CNRS | INRAE | Institut Agro | UBFC,relatedData_s,True,False
10.15454/MJTRXM,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/MJTRXM,data.inrae.fr,Nutritional status according to weight status in French older adults,2026-05-05T15:52:24Z,2026-05-05T15:52:24Z,relatedData_s,False,hal-03711804,https://hal.inrae.fr/hal-03711804v1,Prevalence of Undernutrition and Risk of Undernutrition in Overweight and Obese Older People,ART,10.3389/fnut.2022.892675,2022,CSGA | UB | CNRS | INRAE | Institut Agro | UBFC | CHU Dijon | ESA,relatedData_s,True,False
10.5061/dryad.m1h132h,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.m1h132h,datadryad.org,Data from: Palaeobiogeographical structuration of Smithian (Early Triassic) ammonoid faunas within the western USA basin and its controlling parameters,2026-05-05T15:52:21Z,2026-05-05T15:52:21Z,relatedData_s | seeAlso_s,False,hal-01905729,https://hal.science/hal-01905729v1,Palaeobiogeographical distribution of Smithian (Early Triassic) ammonoid faunas within the western USA basin and its controlling parameters.,ART,10.1111/pala.12375,2018,UZH | BGS | UB | CNRS | LEHNA | UCBL | ENTPE,relatedData_s,True,False
10.5061/dryad.m1h132h,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.m1h132h,datadryad.org,Data from: Palaeobiogeographical structuration of Smithian (Early Triassic) ammonoid faunas within the western USA basin and its controlling parameters,2026-05-05T15:52:21Z,2026-05-05T15:52:21Z,relatedData_s | seeAlso_s,False,hal-01905729,https://hal.science/hal-01905729v1,Palaeobiogeographical distribution of Smithian (Early Triassic) ammonoid faunas within the western USA basin and its controlling parameters.,ART,10.1111/pala.12375,2018,UZH | BGS | UB | CNRS | LEHNA | UCBL | ENTPE,seeAlso_s,False,False
10.15454/8CVWRR,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/8CVWRR,entrepot.recherche.data.gouv.fr,DNA metabarcoding of a mock community of 189 fungal strains associated to plants and soils.,2026-05-05T15:52:19Z,2026-05-05T15:52:19Z,relatedData_s,False,hal-02627344,https://hal.inrae.fr/hal-02627344v1,Bioinformatics matters: The accuracy of plant and soil fungal community data is highly dependent on the metabarcoding pipeline,ART,10.1016/j.funeco.2019.03.005,2019,BioGeCo | INRA | UB | IAM | UL | BIOGER | UBFC | UMR SAVE | Bordeaux Sciences Agro,relatedData_s,True,False
10.15454/51OVY6,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/51OVY6,data.inrae.fr,A dataset on odor intensity and odor pleasantness of 222 binary mixtures of 72 key food odorants rated by a sensory panel of 30 trained assessors,2026-05-05T15:52:16Z,2026-05-05T15:52:16Z,relatedData_s,False,hal-02880526,https://hal.inrae.fr/hal-02880526v1,Pleasantness of Binary Odor Mixtures: Rules and Prediction,ART,10.1093/chemse/bjaa020,2020,CSGA | UB | CNRS | INRAE,relatedData_s,True,False
10.15454/51OVY6,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/51OVY6,data.inrae.fr,A dataset on odor intensity and odor pleasantness of 222 binary mixtures of 72 key food odorants rated by a sensory panel of 30 trained assessors,2026-05-05T15:52:16Z,2026-05-05T15:52:16Z,relatedData_s,False,hal-03257098,https://hal.inrae.fr/hal-03257098v1,A dataset on odor intensity and odor pleasantness of 222 binary mixtures of 72 key food odorants rated by a sensory panel of 30 trained assessors,ART,10.1016/j.dib.2021.107143,2021,CSGA | UB | CNRS | INRAE | UBFC,relatedData_s,True,False
10.15454/5WD6P6,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/5WD6P6,data.inrae.fr,"R scripts for ""Pauvert et al. 2019. Microbial association networks give relevant insights into plant pathobiomes. BioRxiv, https://doi.org/10.1101/2020.02.21.958033""",2026-05-05T15:52:15Z,2026-05-05T15:52:15Z,relatedData_s,False,hal-03218256,https://hal.science/hal-03218256v1,Microbial association networks give relevant insights into plant pathobiomes,UNDEFINED,10.1101/2020.02.21.958033,2021,BioGeCo | UB | INRAE | UMR SAVE | Bordeaux Sciences Agro | MIA Paris-Saclay | UBFC,relatedData_s,True,False
10.15454/A24N4C,Portail Data INRAE,https://data.inra.fr/citation?persistentId=doi:10.15454/A24N4C,data.inra.fr,DNA metabarcoding of foliar fungal communities in an untreated vineyard,2026-05-05T15:52:15Z,2026-05-05T15:52:15Z,relatedData_s,False,hal-03218256,https://hal.science/hal-03218256v1,Microbial association networks give relevant insights into plant pathobiomes,UNDEFINED,10.1101/2020.02.21.958033,2021,BioGeCo | UB | INRAE | UMR SAVE | Bordeaux Sciences Agro | MIA Paris-Saclay | UBFC,relatedData_s,True,False
10.15454/WABMVG,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/WABMVG,data.inrae.fr,"Données de réplication pour: Article ""Weed Management in the Transition to Conservation Agriculture: Farmers' Response"" (Derrouch et al., 2020).",2026-05-05T15:52:13Z,2026-05-05T15:52:13Z,relatedData_s,False,hal-03126619,https://hal.inrae.fr/hal-03126619v1,Weed Management in the Transition to Conservation Agriculture: Farmers’ Response,ART,10.3390/agronomy10060843,2020,UB | UBFC | INRAE,relatedData_s,True,False
10.15454/UDMKHL,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/UDMKHL,data.inrae.fr,Le semis direct sous couvert : pratiques culturales et problèmes malherbologiques. Enquête nationale auprès des agriculteurs.,2026-05-05T15:52:13Z,2026-05-05T15:52:13Z,relatedData_s,False,tel-03133176,https://theses.hal.science/tel-03133176v1,Adoption de l’agriculture de conservation : adaptations agronomiques et réponses des communautés adventices,THESE,10.70675/25563e0ez9cbaz4892zb115z3c58fcd2f0ca,2020,UB | UBFC | INRAE,relatedData_s,True,False
10.15454/TEVEC3,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/TEVEC3,data.inrae.fr,La flore adventice associée au semis direct sous couvert. Enquête sur un réseau d'agriculteurs en Bourgogne-Franche-Comté: 2018-2019.,2026-05-05T15:52:13Z,2026-05-05T15:52:13Z,relatedData_s,False,tel-03133176,https://theses.hal.science/tel-03133176v1,Adoption de l’agriculture de conservation : adaptations agronomiques et réponses des communautés adventices,THESE,10.70675/25563e0ez9cbaz4892zb115z3c58fcd2f0ca,2020,UB | UBFC | INRAE,relatedData_s,True,False
10.15454/QEI1OO,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/QEI1OO,data.inrae.fr,Caractéristiques biologiques de 301 taxons observés dans la flore associée au semis direct sous couvert en région Bourgogne-Franche-Comté.,2026-05-05T15:52:13Z,2026-05-05T15:52:13Z,relatedData_s,False,tel-03133176,https://theses.hal.science/tel-03133176v1,Adoption de l’agriculture de conservation : adaptations agronomiques et réponses des communautés adventices,THESE,10.70675/25563e0ez9cbaz4892zb115z3c58fcd2f0ca,2020,UB | UBFC | INRAE,relatedData_s,True,False
10.15454/BBIWC9,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/BBIWC9,data.inrae.fr,Pratiques culturales et problèmes malherbologiques en semis direct sous couvert. Enquête sur un réseau d'agriculteurs en Bourgogne-Franche-Comté: 2018-2019,2026-05-05T15:52:13Z,2026-05-05T15:52:13Z,relatedData_s,False,tel-03133176,https://theses.hal.science/tel-03133176v1,Adoption de l’agriculture de conservation : adaptations agronomiques et réponses des communautés adventices,THESE,10.70675/25563e0ez9cbaz4892zb115z3c58fcd2f0ca,2020,UB | UBFC | INRAE,relatedData_s,True,False
10.15454/10XUKC,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/10XUKC,data.inrae.fr,Caractéristiques physico-chimiques des sols en semis direct sous couvert. Enquête sur un réseau d'agriculteurs en Bourgogne-Franche-Comté: 2018-2019,2026-05-05T15:52:13Z,2026-05-05T15:52:13Z,relatedData_s,False,tel-03133176,https://theses.hal.science/tel-03133176v1,Adoption de l’agriculture de conservation : adaptations agronomiques et réponses des communautés adventices,THESE,10.70675/25563e0ez9cbaz4892zb115z3c58fcd2f0ca,2020,UB | UBFC | INRAE,relatedData_s,True,False
10.15454/WOICSE,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/WOICSE,data.inra.fr,Amplicon Sequence Variant (ASV) table obtained by metabarcoding foliar fungal communities in conventional and organic vineyards,2026-05-05T15:52:12Z,2026-05-05T15:52:12Z,relatedData_s,False,hal-03049733,https://hal.science/hal-03049733v1,Microbial networks inferred from environmental DNA data for biomonitoring ecosystem change: strengths and pitfalls,ART,10.1111/1755-0998.13302,2021,UB | UBFC | INRAE | BioGeCo | UMR SAVE | Bordeaux Sciences Agro | IAM | UL,relatedData_s,True,False
10.15454/3DPFNJ,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/3DPFNJ,data.inra.fr,DNA metabarcoding of foliar fungal communities in conventional and organic vineyards,2026-05-05T15:52:12Z,2026-05-05T15:52:12Z,relatedData_s,False,hal-03049733,https://hal.science/hal-03049733v1,Microbial networks inferred from environmental DNA data for biomonitoring ecosystem change: strengths and pitfalls,ART,10.1111/1755-0998.13302,2021,UB | UBFC | INRAE | BioGeCo | UMR SAVE | Bordeaux Sciences Agro | IAM | UL,relatedData_s,True,False
10.15454/5ICGGD,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/5ICGGD,data.inrae.fr,Willingness-To-Pay for Reshuffling Geographical Indications,2026-05-05T15:52:09Z,2026-05-05T15:52:09Z,relatedData_s,False,hal-02871222,https://hal.inrae.fr/hal-02871222v1,Willingness-to-Pay for Reshuffling Geographical Indications,ART,10.1017/jwe.2020.5,2020,CESAER | INRAE | ECO-PUB | CSGA | UB | CNRS,relatedData_s,True,False
10.57745/TJRSVH,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/TJRSVH,entrepot.recherche.data.gouv.fr,Temporal monitoring of soil macroinvertebrate communities at ACBB-Mons trial,2026-05-05T15:52:08Z,2026-05-05T15:52:08Z,relatedData_s,False,hal-02636359,https://hal.inrae.fr/hal-02636359v1,Temporal differentiation of soil communities in response to arable crop management strategies,ART,10.1016/j.agee.2016.03.029,2016,ECOSYS | INRA | FARE | URCA | NU | UNIROUEN | UB | AgroImpact,relatedData_s,True,False
